artist,track,album_name,album_type,album_date,album_tracks,album_pic,genres,alphaname,pos
J.J. Cale,Passion,Number 10,Album,1992-11-10,Lonesome Train (03:08)/Digital Blues (03:30)/Feeling In Love (03:19)/Artificial Paradise (04:04)/Passion (02:23)/Take Out Some Insurance (02:40)/Jailer (02:45)/Low Rider (02:44)/Traces (03:25)/She's In Love (03:41)/Shady Grove (03:55)/Roll On Mama (02:41,https://i.scdn.co/image/ab67616d00001e0204e6f626e60b4ca0f350b6c7,Blues/Blues Rock/Roots Rock,"Cale, J.J.",97.0
Oscar Peterson Trio,C Jam Blues,Night Train (Expanded Edition),Album,1963-01-01,Night Train (04:50)/C Jam Blues (03:23)/Georgia On My Mind (03:43)/Bag's Groove (05:40)/Moten Swing (02:52)/Easy Does It (02:43)/Honey Dripper (02:22)/Things Ain't What They Used To Be (04:36)/I Got It Bad And That Ain't Good (05:06)/Band Call (03:52)/Hymn To Freedom (05:33)/Night Train - Alternate Take (04:57)/Volare (02:46)/My Heart Belongs To Daddy (03:55)/Moten Swing - Alternate Take (03:34)/Now's The Time (02:34)/This Could Be The Start Of Something (03:07)/Night Train - Partial Take/Breakdown (01:27,https://i.scdn.co/image/ab67616d00001e02947b5cc535d76394a2d98e37,Jazz/Cool Jazz/Bebop/Hard Bop,Oscar Peterson Trio,20.0
Anouar Brahem,Nihawend lunga,Astrakan Café,Album,2000-09-18,Aube rouge à grozny (04:19)/Astrakan Café - 1 (03:15)/The Mozdok's Train (04:43)/Blue Jewels (08:28)/Nihawend lunga (03:29)/Ashkabad (05:34)/Halfaouine (05:54)/Parfum de gitane (07:02)/Khotan (03:29)/Karakoum (05:04)/Astara (10:42)/Dar es salaam (03:42)/Hijaz pechref (06:20)/Astrakan Café - 2 (04:49,https://i.scdn.co/image/ab67616d00001e025d30b99d273db25351ddb5c4,,"Brahem, Anouar",101.0
The Who,Rael - Pt.1 & Pt.2 / Track Records Run Out Groove / Mono Version,The Who Sell Out (Super Deluxe),Album,2021-04-23,"Armenia City In The Sky - Mono Version (03:46)/Heinz Baked Beans - Mono Version (00:58)/Mary Anne With The Shaky Hand - Mono Version (02:35)/Odorono - Mono Version (02:30)/Tattoo - Mono Version (02:48)/Our Love Was - Mono Version (03:23)/I Can See For Miles - Mono Version (04:07)/I Can't Reach You - Mono Version (03:27)/Medac - Mono Version (00:56)/Relax - Mono Version (02:38)/Silas Stingy - Mono Version (03:01)/Sunrise - Mono Version (03:02)/Rael - Pt.1 & Pt.2 / Track Records Run Out Groove / Mono Version (05:52)/Pictures Of Lily - Single Mix / Mono Version (02:45)/Doctor, Doctor - Single Mix / Mono Version (03:01)/The Last Time - UK Single Mix / Mono Version (02:51)/Under My Thumb - UK Single Mix / Mono Version (02:37)/I Can See For Miles - US Single Mix / Mono Version (04:03)/Mary Anne With The Shaky Hand - US Single Mix / Mono Version (03:19)/Someone's Coming - US Single Mix / Mono Version (02:31)/Early Morning Cold Taxi - Incl. ""Radio London News Bulletin"" Jingle / 1967 Mono Version (02:59)/Jaguar - Incl. ""Radio London News Bulletin"" Jingle / 1967 Mono Version (02:55)/Tattoo - Early Alternate Mix / Mono Version (03:05)/Rael - Pt.1 & Pt.2 / Early 'Talentmasters' Mix / Mono Version (05:58)/Sunn Equipment Promo Spots - Mono Version (02:42)/Great Shakes - Unreleased US Radio Commerical / Mono Version (01:04)/Our Love Was - Take 12 Rejected Mono Mix (03:24)/Rael - Early Mono Version (05:45)/I Can See For Miles - Early Mono Version (04:02)/Someone's Coming - UK Single Mix / Mono Version (02:34)/Magic Bus - US / UK Mono Version (03:19)/Dr. Jekyll & Mr. Hyde - US Single Mix / Mono Version (02:24)/Armenia City In The Sky - Incl. Two Radio London Jingles (03:50)/Heinz Baked Beans - Incl. ""More Music"" Jingle (01:00)/Mary Anne With The Shaky Hand - Acoustic / Incl. ""Premier Drums Commercial"" / Radio London Jingle (02:34)/Odorono - Incl. Radio London ""Smooth Sailing"" Jingle (02:35)/Tattoo - Incl. ""Church Of Your Choice"" Jingle (02:54)/Our Love Was - Incl. ""Pussycat, Speakeasy & Rotosound"" Jingles (03:25)/I Can See For Miles (04:10)/I Can't Reach You - Incl. ""Charles Atlas"" Commercial (03:31)/Medac (00:57)/Relax (02:40)/Silas Stingy (03:06)/Sunrise (03:05)/Rael - Pt.1 & Pt.2 (05:38)/Rael Naïve - Full Coda (01:37)/Mary Anne With The Shaky Hand - Mirasound Version (03:25)/Someone's Coming (02:33)/Summertime Blues (02:38)/Glittering Girl (03:04",https://i.scdn.co/image/ab67616d00001e0234894946601823e27fc08538,Classic Rock/Rock,"Who, The",447.0
Allah-Las,Ferus Gallery,Worship the Sun,Album,2014-09-15,De Vida Voz (02:31)/Had It All (02:40)/Artifact (03:33)/Ferus Gallery (03:35)/Recurring (02:16)/Nothing to Hide (03:40)/Buffalo Nickel (02:46)/Follow You Down (03:10)/501-415 (01:43)/Yemeni Jade (02:38)/Worship the Sun (02:49)/Better Than Mine (02:49)/No Werewolf (02:28)/Every Girl (03:25,https://i.scdn.co/image/ab67616d00001e0217fbd53c45afa1a90846aa28,Surf Rock/Psychedelic Rock,Allah-Las,56.0
Mahavishnu Orchestra,East Side West Side,Mahavishnu,Album,1984-10-08,Radio-Activity (06:55)/Nostalgia (05:57)/Nightriders (03:49)/East Side West Side (04:48)/Clarendon Hills (06:04)/Jazz (01:45)/The Unbeliever (02:49)/Pacific Express (06:31)/When Blue Turns Gold (03:21,https://i.scdn.co/image/ab67616d00001e026fe501acd9d37c170df75f3c,Jazz Fusion/Progressive Rock/Jazz,Mahavishnu Orchestra,61.0
Claude Debussy,"Danse bohémienne, L. 9",Debussy: Estampes; Pour le piano; 6 épigraphes antiques,Album,2007-07-31,"Images inédites, L. 87: I. Lent (mélancolique et doux) (04:11)/Images inédites, L. 87: II. Souvenir du Louvre (05:08)/Images inédites, L. 87: III. Quelques aspects de ""Nous n'irons plus au bois"" parce qu'il fait un temps épouvantable (03:56)/Danse bohémienne, L. 9 (02:21)/Rêverie, L. 68 (03:53)/Mazurka, L. 67 (03:09)/Valse romantique, L. 71 (03:25)/Ballade slave, L. 70 (06:58)/Danse (Tarentelle styrienne), L. 69 (05:03)/Nocturne en Ré bémol Majeur, L. 82 (06:24)/Pour le Piano, L. 95: I. Prélude (Assez animé et très rythmé) (04:14)/Pour le Piano, L. 95: II. Sarabande (Avec une élégance grave et lente) (04:53)/Pour le Piano, L. 95: III. Toccata (04:13)/Estampes, L. 100: I. Pagodes (modérément animé) (06:08)/Estampes, L. 100: II. La soirée dans Grenade (05:25)/Estampes, L. 100: III. Jardins sous la pluie (03:51)/Morceau de concours, L. 108 (00:56)/Hommage à Haydn, L. 115 (02:25)/Le petit nègre, L. 114 (01:21)/La plus que lente, L.121 (04:12)/Six Épigraphes Antiques, L. 131: I. Pour invoquer Pan, dieu du vent d'été (02:44)/Six Épigraphes Antiques, L. 131: II. Pour un tombeau sans nom (03:41)/Six Épigraphes Antiques, L. 131: III. Pour que la nuit soit propice (02:37)/Six Épigraphes Antiques, L. 131: IV. Pour la danseuse aux crotales (02:38)/Six Épigraphes Antiques, L. 131: V. Pour l'Egyptienne (03:24)/Six Épigraphes Antiques, L. 131: VI. Pour remercier la pluie au matin (02:25)/Berceuse héroïque, L. 132 (04:46)/Pour l'œuvre du vêtement du blessé, L. 133 (01:15)/Elégie, L. 138 (02:13)/Les soirs illuminés par l'ardeur du charbon, CD 150 (02:26)/Le roi Lear, L. 107: II. Le sommeil de Lear (03:26",https://i.scdn.co/image/ab67616d00001e02a13a0c0653e92e6ac7509294,Classical Piano/Classical,"Debussy, Claude",242.0
J.J. Cale,Disadvantage,Travel-Log,Album,1990-02,Shanghaid (02:35)/Hold on Baby (03:01)/No Time (03:12)/Lady Luck (02:39)/Disadvantage (03:33)/Lean on Me (03:18)/End of the Line (03:07)/New Orleans (02:31)/Tijuana (03:53)/That Kind of Thing (02:17)/Who's Talking (03:26)/Change Your Mind (02:24)/Humdinger (03:23)/River Boat Song (03:07,https://i.scdn.co/image/ab67616d00001e02103fba2a41dc76fe6a5b0164,Blues/Blues Rock/Roots Rock,"Cale, J.J.",73.0
Premiata Forneria Marconi,Quartiere otto,Come Ti Va In Riva Alla Citta',Album,1981-10-20,Come ti va (05:40)/Weekend (04:51)/Quartiere otto (05:32)/Rock In La (04:25)/Chi ha paura della notte? (04:31)/Indians (04:38)/Poeta Mancato (03:01)/Meno Male Che Ci Sei (05:01,https://i.scdn.co/image/ab67616d00001e0264103319dcf9fc397406634a,Progressive Rock/Italian Singer-songwriter/Symphonic Rock/Art Rock,Premiata Forneria Marconi,35.0
René Aubry,"The Desert, Pt. 1",Chaos,Album,2017-05-26,"Acid Rain (03:33)/The Mountain (01:49)/The Lake (02:53)/Death Valley (03:04)/The Mist (03:02)/Water Falls (02:17)/The Desert, Pt. 1 (02:27)/Density (01:27)/Lost (02:29)/Seven Lights in the Dark (03:22)/Flying (03:11)/Disparition (01:54)/The River (02:30)/The Desert, Pt. 2 (02:05)/Tristesse (03:11)/Sun Shy (01:44",https://i.scdn.co/image/ab67616d00001e028e1ce050b67378e3770ce156,,"Aubry, René",114.0
Premiata Forneria Marconi,River Of Life - Live In Japan 2002,Live In Japan 2002,Album,2002-11-08,The Sea of Memory (06:44)/Bandiera Bianca (04:01)/La Carrozza Di Hans - Live In Japan 2002 (06:51)/Rain Birth (Intro To The River) - Live In Japan 2002 (01:25)/River Of Life - Live In Japan 2002 (07:22)/Photos Of Ghosts - Live In Japan 2002 (07:41)/Peninsula - Live In Japan 2002 (05:10)/Out Of The Roundabout - Live In Japan 2002 (07:29)/La Rivoluzione - Live In Japan 2002 (04:06)/Suonare Suonare - Live In Japan 2002 (05:49)/Promenade The Puzzle - Live In Japan 2002 (07:19)/Tokyo Piano Solo - Live In Japan 2002 (02:13)/Dove...Quando (Part 2) - Live In Japan 2002 (01:46)/Dove...Quando - Live In Japan 2002 (04:21)/Il Banchetto - Live In Japan 2002 (03:07)/Dolcissima Maria - Live In Japan 2002 (04:15)/Maestro Della Voce - Live In Japan 2002 (08:18)/Si Può Fare - Live In Japan 2002 (12:07)/Mr. 9 Till 5 - Live In Japan 2002 (05:10)/Scary Light - Live In Japan 2002 (03:00)/Tokyo Electric Guitar Jam - Live In Japan 2002 (05:23)/Tokyo Violin Jam (Part 1) - Live In Japan 2002 (05:00)/Rossini's William Tell Overture - Live In Japan 2002 (00:56)/Tokyo Violin Jam (Part 2) - Live In Japan 2002 (02:43)/Impressioni Di Settembre - Live In Japan 2002 (05:30)/E' Festa (Celebration) (Live in Japan 2002 - DVD) - Live In Japan 2002 (05:46)/La Luna Nuova (Four Holes In The Ground) - Live In Japan 2002 (09:50,https://i.scdn.co/image/ab67616d00001e026d06163a9c44759dcaec2d54,Progressive Rock/Italian Singer-songwriter/Symphonic Rock/Art Rock,Premiata Forneria Marconi,160.0
Premiata Forneria Marconi,Jet Lag,Jet Lag,Album,1977-07-15,"Peninsula (02:36)/Jet Lag (09:10)/Storia In ""La"" (06:25)/Breakin In (04:06)/Cerco la lingua (05:32)/Meridiani (05:58)/Left Handed Theory (04:10)/Traveler (05:42",https://i.scdn.co/image/ab67616d00001e0273f90e2a0a3706cd244b8917,Progressive Rock/Italian Singer-songwriter/Symphonic Rock/Art Rock,Premiata Forneria Marconi,18.0
Porcupine Tree,Way out of Here,Fear of a Blank Planet,Album,2007-01-01,Fear of a Blank Planet (07:30)/My Ashes (05:09)/Anesthetize (17:52)/Sentimental (05:32)/Way out of Here (07:37)/Sleep Together (07:26,https://i.scdn.co/image/ab67616d00001e0255b72bf2e20270860cce6634,Progressive Rock/Progressive Metal/Art Rock/Space Rock,Porcupine Tree,88.0
Little Feat,Bayou Mama,Strike Up The Band,Album,2025-05-09,"4 Days of Heaven 3 Days of Work (05:02)/Bayou Mama (04:15)/Shipwrecks (04:18)/Midnight Flight (03:59)/Too High To Cut My Hair (04:51)/When Hearts Fall (04:35)/Strike Up The Band (feat. Larkin Poe) (05:39)/Bluegrass Pines (feat. Molly Tuttle, Larry Campbell & Teresa Williams) (05:46)/Disappearing Ink (03:37)/Love and Life (Never Fear) (05:17)/Dance a Little (05:20)/Running Out of Time with the Blues (03:00)/New Orleans Cries When She Sings (05:34",https://i.scdn.co/image/ab67616d00001e0208919807859f52e398edaa22,Southern Rock/Country Rock/Jam Band,Little Feat,40.0
King Crimson,B'Boom,THRAK,Album,1995-04-03,VROOOM (04:37)/Coda Marine 475 (02:40)/Dinosaur (06:37)/Walking On Air (04:37)/B'Boom (04:12)/THRAK (03:59)/Inner Garden I (01:47)/People (05:53)/Radio I (00:43)/One Time (05:21)/Radio II (01:03)/Inner Garden II (01:16)/Sex Sleep Eat Drink Dream (04:50)/VROOOM VROOOM (05:49)/VROOOM VROOOM coda (03:06)/Dinosaur (single edit) (03:43,https://i.scdn.co/image/ab67616d00001e02e61d2abd4c80c6795759c8b0,Progressive Rock/Art Rock/Symphonic Rock/Psychedelic Rock,King Crimson,79.0
The Yardbirds,White Summer - 2003 Remaster,Little Games,Album,1967-07-10,Little Games - 2003 Remaster (02:28)/Smile on Me - 2002 Stereo Mix; 2003 Remaster (03:16)/White Summer - 2003 Remaster (03:56)/Tinker Tailor - 2002 Stereo Mix; 2003 Remaster (02:49)/Glimpses - 2003 Remaster (04:24)/Drinking Muddy Water - 2003 Remaster (02:53)/No Excess Baggage - 2003 Remaster (02:32)/Stealing Stealing - 2003 Remaster (02:24)/Only the Black Rose - 2003 Remaster (02:52)/Little Soldier Boy - 2003 Remaster (02:39)/Puzzles - 1991 US Stereo Mix; 2003 Remaster (02:10)/I Remember the Night - 1991 US Stereo Mix; 2003 Remaster (03:03)/Ha! Ha! Said the Clown - 2003 Remaster (02:28)/Ten Little Indians - 1991 US Stereo Mix; 2003 Remaster (02:15)/Goodnight Sweet Josephine - Version 1 - Unphased; 2003 Remaster (02:42)/Think About It - 2002 Remaster (03:46)/Goodnight Sweet Josephine - USA Version-Phased; 2003 Remaster (02:47)/Most Likely You'll Go Your Way (And I'll Go Mine) - Saturday Club (02:51)/Little Games - Saturday Club (02:24)/Drinking Muddy Water - Saturday Club (02:43)/Think About It - Top Gear (03:03)/Goodnight Sweet Josephine - Top Gear (02:32)/My Baby - Top Gear (02:56)/White Summer - Top Gear (04:26)/Dazed And Confused - Top Gear (05:47,https://i.scdn.co/image/ab67616d00001e02ddc0162602b3b5a23a1d7cf9,Psychedelic Rock/Acid Rock/Blues Rock,"Yardbirds, The",90.0
Horace Silver,Que Pasa - Rudy Van Gelder Edition/1999 Digital Remaster,Song For My Father,Album,1999-01-01,Song For My Father (07:18)/The Natives Are Restless Tonight - Rudy Van Gelder Edition/1999 Digital Remaster (06:10)/Calcutta Cutie - Rudy Van Gelder Edition/1999 Digital Remaster (08:31)/Que Pasa - Rudy Van Gelder Edition/1999 Digital Remaster (07:47)/The Kicker - Rudy Van Gelder Edition/1999 Digital Remaster (05:26)/Lonely Woman - Remastered 1999/Rudy Van Gelder Edition (07:02)/Sanctimonious Sam - Rudy Van Gelder Edition/1999 Digital Remaster (03:55)/Que Pasa - Remastered 1999/Rudy Van Gelder Edition (05:38)/Sighin' And Cryin' - Rudy Van Gelder Edition/1999 Digital Remaster (05:25)/Silver Treads Among The Soul - Rudy Van Gelder Edition/1999 Digital Remaster (03:53,https://i.scdn.co/image/ab67616d00001e029453839d1e3569bdebc9ffab,Hard Bop/Jazz/Bebop/Cool Jazz/Soul Jazz,"Silver, Horace",187.0
King Gizzard & The Lizard Wizard,K.G.L.W.,L.W.,Album,2021-02-25,"If Not Now, Then When? (03:50)/O.N.E. (03:40)/Pleura (04:11)/Supreme Ascendancy (03:39)/Static Electricity (05:49)/East West Link (03:08)/Ataraxia (05:17)/See Me (04:04)/K.G.L.W. (08:28",https://i.scdn.co/image/ab67616d00001e021f0fd0835e055d96b82ccaf0,Psychedelic Rock/Neo-psychedelic/Acid Rock,King Gizzard & The Lizard Wizard,170.0
Creedence Clearwater Revival,Down On The Corner,Willy And The Poor Boys (Expanded Edition),Album,1969-11-02,Down On The Corner (02:46)/It Came Out Of The Sky (02:55)/Cotton Fields (02:57)/Poorboy Shuffle (02:24)/Feelin' Blue (05:06)/Fortunate Son (02:20)/Don't Look Now (02:11)/Midnight Special (04:13)/Side O' The Road (03:24)/Effigy (06:27)/Fortunate Son - Live (02:15)/It Came Out Of The Sky - Live (03:27)/Down On The Corner - Jam With Booker T. (02:48,https://i.scdn.co/image/ab67616d00001e029f39192f9f8ca1c90847b3e5,Classic Rock/Southern Rock/Country Rock,Creedence Clearwater Revival,0.0
Jethro Tull,The Chequered Flag (Dead or Alive) - 2002 Remaster,Too Old to Rock 'n' Roll: Too Young to Die! (2002 Remaster),Album,1976-04-23,Quizz Kid - 2002 Remaster (05:07)/Crazed Institution - 2002 Remaster (04:45)/Salamander - 2002 Remaster (02:51)/Taxi Grab - 2002 Remaster (03:52)/From a Dead Beat to An Old Greaser - 2002 Remaster (04:06)/Bad-Eyed and Loveless - 2002 Remaster (02:12)/Big Dipper - 2002 Remaster (03:34)/Too Old to Rock 'n' Roll: Too Young to Die! - 2002 Remaster (05:40)/Pied Piper - 2002 Remaster (04:31)/The Chequered Flag (Dead or Alive) - 2002 Remaster (05:24)/A Small Cigar - 2002 Remaster (03:38)/Strip Cartoon - 2002 Remaster (03:17,https://i.scdn.co/image/ab67616d00001e021cc113823ff18c76b10f5c3a,Progressive Rock/Symphonic Rock/Art Rock/Classic Rock,Jethro Tull,389.0
The Rolling Stones,Short And Curlies - Remastered,It's Only Rock 'N' Roll (2009 Re-Mastered),Album,1974-10-18,If You Can't Rock Me - Remastered (03:47)/Ain't Too Proud To Beg - Remastered (03:30)/It's Only Rock'n'Roll (But I Like It) - Remastered 2009 (05:07)/Till The Next Goodbye - Remastered (04:36)/Time Waits For No One - Remastered (06:38)/Luxury - Remastered (05:01)/Dance Little Sister - Remastered (04:11)/If You Really Want To Be My Friend - Remastered (06:16)/Short And Curlies - Remastered (02:43)/Fingerprint File - Remastered (06:33,https://i.scdn.co/image/ab67616d00001e02011ff4b301f430be4984a020,Classic Rock/Rock,"Rolling Stones, The",361.0
Creedence Clearwater Revival,Who'll Stop The Rain,Cosmo's Factory (Expanded Edition),Album,1970-07-25,Ramble Tamble (07:11)/Before You Accuse Me (03:26)/Travelin' Band (02:07)/Ooby Dooby (02:07)/Lookin' Out My Back Door (02:32)/Run Through The Jungle (03:04)/Up Around The Bend (02:41)/My Baby Left Me (02:18)/Who'll Stop The Rain (02:27)/I Heard It Through The Grapevine (11:02)/Long As I Can See The Light (03:30)/Travelin' Band - Remake Take (02:15)/Up Around The Bend - Live In Amsterdam 9-10-71 (02:41)/Born On The Bayou - At Fantasy Studios (05:58,https://i.scdn.co/image/ab67616d00001e0261834aa14b97a7d9c693134f,Classic Rock/Southern Rock/Country Rock,Creedence Clearwater Revival,208.0
Brad Mehldau,For No One,Your Mother Should Know: Brad Mehldau Plays The Beatles,Album,2023-02-10,"I Am The Walrus (04:14)/Your Mother Should Know (02:18)/I Saw Her Standing There (03:54)/For No One (02:28)/Baby's in Black (07:19)/She Said, She Said (02:42)/Here, There and Everywhere (03:58)/If I Needed Someone (02:25)/Maxwell's Silver Hammer (06:42)/Golden Slumbers (08:17)/Life On Mars? (04:09",https://i.scdn.co/image/ab67616d00001e027f8ffc1f546ec07fa1d2c25b,Jazz,"Mehldau, Brad",89.0
Pearl Jam,Waiting For Stevie,Dark Matter,Album,2024-04-19,"Scared Of Fear (04:24)/React, Respond (03:30)/Wreckage (05:00)/Dark Matter (03:31)/Won't Tell (03:28)/Upper Hand (05:57)/Waiting For Stevie (05:41)/Running (02:19)/Something Special (04:06)/Got To Give (04:37)/Setting Sun (05:43",https://i.scdn.co/image/ab67616d00001e026fcdcbbd9cae9001ca5b20d5,Grunge/Rock,Pearl Jam,121.0
Black Sabbath,Laguna Sunrise - 2009 Remaster,Vol. 4,Album,1972-09-25,Wheels of Confusion - 2009 Remaster (07:59)/Tomorrow's Dream - 2009 Remaster (03:10)/Changes - 2009 Remaster (04:44)/FX - 2009 Remaster (01:42)/Supernaut - 2009 Remaster (04:41)/Snowblind - 2009 Remaster (05:28)/Cornucopia - 2009 Remaster (03:51)/Laguna Sunrise - 2009 Remaster (02:50)/St. Vitus Dance - 2009 Remaster (02:26)/Under the Sun - 2009 Remaster (05:53,https://i.scdn.co/image/ab67616d00001e020a774ec695cc0a967250b966,Metal/Heavy Metal/Rock/Stoner Rock/Hard Rock/Doom Metal/Classic Rock,Black Sabbath,247.0
Ornette Coleman,Happy House,The Complete Science Fiction Sessions,Album,1971,What Reason Could I Give (03:05)/Civilization Day (06:04)/Street Woman (04:49)/Science Fiction (05:00)/Rock the Clock (03:15)/All My Life (03:54)/Law Years (05:20)/The Jungle Is a Skyscraper (05:25)/School Work (05:34)/Country Town Blues (06:23)/Street Woman - Alternate Take (05:44)/Civilization Day - alt. mix (06:04)/Happy House (09:45)/Elizabeth (10:24)/Written Word - Previously Unreleased (09:42)/Broken Shadows (06:40)/Rubber Gloves (03:21)/Good Girl Blues (03:02)/Is It Forever (04:49,https://i.scdn.co/image/ab67616d00001e027e843590f3e03b7a7081419c,Free Jazz/Jazz/Avant-garde/Hard Bop/Bebop,"Coleman, Ornette",320.0
Led Zeppelin,The Rover - Remaster,Physical Graffiti (Deluxe Edition),Album,1975-02-24,Custard Pie - Remaster (04:15)/The Rover - Remaster (05:39)/In My Time of Dying - Remaster (11:08)/Houses of the Holy - Remaster (04:04)/Trampled Under Foot - Remaster (05:36)/Kashmir - Remaster (08:37)/In the Light - Remaster (08:47)/Bron-Yr-Aur - Remaster (02:06)/Down by the Seaside - Remaster (05:15)/Ten Years Gone - Remaster (06:34)/Night Flight - Remaster (03:38)/The Wanton Song - Remaster (04:08)/Boogie with Stu - Remaster (03:52)/Black Country Woman - Remaster (04:24)/Sick Again - Remaster (04:42)/Brandy & Coke - Trampled Under Foot; Initial / Rough Mix (05:39)/Sick Again - Early Version (02:22)/In My Time of Dying - Initial / Rough Mix (10:48)/Houses of the Holy - Rough Mix with Overdubs (03:51)/Everybody Makes It Through - In the Light; Early Version / In Transit (06:29)/Boogie with Stu - Sunset Sound Mix (03:39)/Driving Through Kashmir - Kashmir Rough Orchestra Mix (08:41,https://i.scdn.co/image/ab67616d00001e02765b0617b572bdd1dbdc7d8e,Classic Rock/Rock/Hard Rock/Rock And Roll,Led Zeppelin,31.0
Frank Zappa,Chalk Pie,Guitar,Album,1988-04-26,"Sexual Harassment In The Workplace (03:42)/Which One Is It? (03:04)/Republicans (05:07)/Do Not Pass Go (03:37)/Chalk Pie (04:52)/In-A-Gadda-Stravinsky (02:49)/That's Not Really Reggae (03:16)/When No One Was No One (04:49)/Once Again, Without The Net (03:43)/Outside Now (Original Solo) (05:28)/Jim & Tammy's Upper Room (03:11)/Were We Ever Really Safe In San Antonio? (02:49)/That Ol' G Minor Thing Again (05:02)/Hotel Atlanta Incidentals (02:44)/That's Not Really A Shuffle (04:23)/Move It Or Park It (05:43)/Sunrise Redeemer (03:58)/Variations On Sinister #3 (05:16)/Orrin Hatch On Skis (02:12)/But Who Was Fulcanelli? (02:48)/For Duane (03:24)/GOA (04:51)/Winos Do Not March (03:14)/Swans? What Swans? (04:23)/Too Ugly For Show Business (04:20)/Systems Of Edges (05:32)/Do Not Try This At Home (03:50)/Things That Look Like Meat (06:54)/Watermelon In Easter Hay (04:02)/Canadian Customs (03:35)/Is That All There Is? (04:08)/It Ain't Necessarily The Saint James Infirmary (05:14",https://i.scdn.co/image/ab67616d00001e0241f412c045b45e7ffe88bdd6,Progressive Rock/Art Rock/Psychedelic Rock/Jazz Fusion/Avant-garde/Experimental,"Zappa, Frank",111.0
Cream,Steppin' Out - BBC Sessions,Disraeli Gears (Deluxe Edition),Album,1967-11,Strange Brew (02:46)/Sunshine Of Your Love (04:10)/World Of Pain (03:02)/Dance The Night Away (03:33)/Blue Condition (03:29)/Tales Of Brave Ulysses (02:46)/SWLABR (02:31)/We're Going Wrong (03:26)/Outside Woman Blues (02:24)/Take It Back (03:03)/Mother's Lament (01:46)/Lawdy Mama - Version 2 (02:47)/Blue Condition - previously unreleased alternate version w/ Eric Clapton lead vocal (stereo) (03:08)/We're Going Wrong - Demo Version (03:49)/Hey Now Princess - Demo Version (03:31)/Swlabr - Demo Version (04:30)/Weird Of Hermiston - Demo Version (03:12)/The Clearout - Demo Version (03:55)/Strange Brew - Mono version (02:48)/Sunshine Of Your Love - Mono version (04:11)/World Of Pain - Mono version (03:06)/Dance The Night Away - Mono version (03:33)/Blue Condition - Mono version (03:28)/Tales Of Brave Ulysses - Mono version (02:50)/SWLABR - Mono Version (02:32)/We're Going Wrong - Mono version (03:25)/Outside Woman Blues - Mono version (02:25)/Take It Back - Mono version (03:06)/Mother's Lament - Mono version (01:47)/Lawdy Mama - Album out-take (02:01)/Blue Condition - previously unreleased alternate version w/ Eric Clapton lead vocal (mono) (03:10)/Strange Brew - BBC Sessions (03:00)/Tales Of Brave Ulysses - BBC Sessions (03:39)/We're Going Wrong - BBC Sessions (03:24)/Born Under A Bad Sign - BBC Sessions (03:41)/Outside Woman Blues - BBC Sessions (03:18)/Take It Back - BBC Sessions (02:17)/Politician - BBC Sessions (03:59)/SWLABR - BBC Session (02:32)/Steppin' Out - BBC Sessions (03:36,https://i.scdn.co/image/ab67616d00001e02db1fb2dede292908e86d94d7,Classic Rock/Psychedelic Rock/Acid Rock/Blues Rock,Cream,1471.0
John Hiatt,Drive South,Slow Turning,Album,1988-08-30,Drive South (03:54)/Trudy And Dave (04:25)/Tennessee Plates (02:56)/Icy Blue Heart (04:33)/Sometime Other Than Now (04:24)/Georgia Rae (04:28)/Ride Along (03:31)/Slow Turning (03:35)/It'll Come To You (03:27)/Is Anybody There? (04:59)/Paper Thin (03:29)/Feels Like Rain (04:47,https://i.scdn.co/image/ab67616d00001e021bba72731ca2f488762428ad,Americana/Roots Rock/Country Rock/Alt Country,"Hiatt, John",0.0
Victor Jara,Herminda de la Victoria,La Población,Album,1972,"Lo Único Que Tengo - Voz: Isabel Parra (03:17)/En el Río Mapocho (03:46)/Luchín (03:18)/La Toma (16 de Marzo 1967) - Narración: Bélgica Castro (07:23)/La Carpa de Coligüillas (02:45)/El Hombre Es un Creador (02:15)/Herminda de la Victoria (04:00)/Sacando Pecho y Brazo (02:35)/Marcha de los Pobladores - Voces: Bélgica Castro, Isabel Parra (03:18)/El Desabastecimiento - Del Álbum ""No Volveremos Atrás"", 1973 (02:22)/Poema 15 - En Vivo Festival Teatro I.E.M, 1972 (05:20)/Qué Lindo Es Ser Voluntario - En Vivo Festival Teatro I.E.M, 1972 (04:29)/La Bala - En Vivo Festival Teatro I.E.M, 1972 (07:58)/Te Recuerdo Amanda - En Vivo Festival Teatro I.E.M, 1972 (05:39",https://i.scdn.co/image/ab67616d00001e0220c6beaf6d285422f74ac728,Trova/Nueva Trova/Latin Folk/Singer-songwriter,"Jara, Victor",215.0
